iter	RMSE
297	0.04522966131
298	0.04522172134
299	0.04518936706
300	0.04515571474
301	0.04513720422
302	0.04509139776
303	0.04506715354
304	0.04504338616
305	0.04502819011
306	0.04498949787
307	0.04496892912
308	0.04493784878
309	0.04491749419
310	0.04490038165
311	0.04487768694
312	0.04483545497
313	0.04481470272
314	0.04479890654
315	0.04478632206
316	0.04477022538
317	0.04474401951
318	0.04472991146
319	0.04471310695
320	0.04468950947
321	0.04467368636
322	0.04464100353
323	0.04461262946
324	0.0445909361
325	0.04457528521
326	0.04455684284
327	0.04453689852
328	0.04452569707
329	0.04451102563
330	0.04444416073
331	0.04442754432
332	0.04440116976
333	0.04437316952
334	0.04436152724
335	0.04434703657
336	0.04433099551
337	0.04432221172
338	0.0442847839
339	0.04427317026
340	0.0442448237
341	0.04422522952
342	0.04420445137
343	0.04417170185
344	0.04415433822
345	0.04413654377
346	0.04410521409
347	0.04404074005
348	0.04400546519
349	0.04398991052
350	0.04397023442
351	0.04396006012
352	0.04392808543
353	0.04390745835
354	0.04389281336
355	0.04387515936
356	0.0438628957
357	0.0438530999
358	0.04382322509
359	0.04381258456
360	0.04377040949
361	0.04375836174
362	0.04374746364
363	0.04372646528
364	0.04371088
365	0.04369815859
366	0.04368335309
367	0.04363745314
368	0.04362247817
369	0.04361018199
370	0.04359774812
371	0.04358406208
372	0.04357231508
373	0.04354985096
374	0.04354404721
375	0.04353095882
376	0.04350271399
377	0.04348359852
378	0.04345793049
379	0.04342034074
380	0.04339841374
381	0.04338401902
382	0.04336370102
383	0.04335239115
384	0.04334231472
385	0.04331887152
386	0.04330714069
387	0.04326233319
388	0.04324372335
389	0.0432146314
390	0.04318120176
391	0.04316616492
392	0.04312711533
393	0.0431211825
394	0.04310454533
395	0.04308963294
396	0.04306912857
397	0.04304017997
398	0.04302831417
399	0.04300917989
400	0.04298062001
401	0.04297116701
402	0.04296104104
403	0.04294386625
404	0.04290417906
405	0.04288427856
406	0.04286306657
407	0.04285250388
408	0.04284076904
409	0.04280232491
410	0.04279338095
411	0.04278293296
412	0.04276669153
413	0.04274516817
414	0.04273561995
415	0.04271961898
416	0.04271011692
417	0.0426994118
418	0.04268447607
419	0.04267679284
420	0.04266143349
421	0.0426431921
422	0.04260972814
423	0.04257750645
424	0.04252314192
425	0.04251326374
426	0.0424960761
427	0.04247680494
428	0.04246269372
429	0.04243576641
430	0.04242414557
431	0.04240387836
432	0.04239735188
433	0.04238341878
434	0.04235691291
435	0.04233691282
436	0.04231339598
437	0.04230113835
438	0.04228220183
439	0.04226535216
440	0.04222821413
441	0.04218665455
442	0.04217646848
443	0.0421599387
444	0.04213855184
445	0.04212877492
446	0.04210552659
447	0.04209647311
448	0.04208750682
449	0.04205974269
450	0.04204934315
451	0.04204029522
452	0.04202250989
453	0.04200411423
454	0.04197870822
455	0.04196062551
456	0.04192016592
457	0.04189758237
458	0.04187740586
459	0.04186760672
460	0.04186232504
461	0.04183591426
462	0.04180762935
463	0.04179979291
464	0.04178750918
465	0.04176616416
466	0.04175601462
467	0.04174835616
468	0.04173231105
469	0.04171869671
470	0.04170165068
471	0.0416894061
472	0.04168189805
473	0.04166586419
474	0.04164900211
475	0.04161971553
476	0.04157665438
477	0.04156840858
478	0.04155589405
479	0.04155159803
480	0.04154798884
481	0.04153092877
482	0.04152046638
483	0.04149407912
484	0.04148298282
485	0.04147365063
486	0.04146148246
487	0.04144413677
488	0.04140980167
489	0.04140535096
490	0.04138787841
491	0.04136264808
492	0.0413366237
493	0.04131345648
494	0.04130063633
495	0.04128484445
496	0.04126518087
497	0.04123880017
498	0.04122554738
499	0.0412051757
500	0.04119018597
501	0.04116969851
502	0.04114903201
503	0.04113693856
504	0.04111946547
505	0.04110865579
506	0.04107954839
507	0.04104293574
508	0.04102751748
509	0.04101711607
510	0.04098592602
511	0.04097014644
512	0.04096610806
513	0.04093743778
514	0.04093115989
515	0.04091643207
516	0.04090429802
517	0.04089639754
518	0.04087373693
519	0.04086377923
520	0.04083743087
521	0.04082619226
522	0.04080197239
523	0.04077298082
524	0.0407548655
525	0.04072756397
526	0.04070762924
527	0.04069888919
528	0.04068588164
529	0.04066684588
530	0.04065213725
531	0.04064286686
532	0.04062091701
533	0.04059564928
534	0.0405784942
535	0.04056304663
536	0.0405549828
537	0.04054448474
538	0.04053620507
539	0.0405227551
540	0.04051488747
541	0.04050070687
542	0.0404790276
543	0.0404666678
544	0.04045318186
545	0.04044261634
546	0.04043493126
547	0.04042602466
548	0.0404147597
549	0.04040394951
550	0.04038709837
551	0.04036979846
552	0.04035944422
553	0.04035270399
554	0.04033988417
555	0.04033184107
556	0.04031382853
557	0.04029427281
558	0.04027520569
559	0.04026716899
560	0.04026381047
561	0.04024973611
562	0.04023838251
563	0.04022957976
564	0.04022210588
565	0.04020946693
566	0.04019274139
567	0.04018282577
568	0.04016992672
569	0.04015708759
570	0.040145385
571	0.04013393358
572	0.04012071072
573	0.04011284631
574	0.04010283254
575	0.04009579877
576	0.04007403255
577	0.0400569615
578	0.04004587321
579	0.04003516958
580	0.04002534107
581	0.0400110268
582	0.0400024756
583	0.0399949299
584	0.03997521489
585	0.03995982105
586	0.03995349633
587	0.03994466832
588	0.03993332335
589	0.03992396449
590	0.03991545211
591	0.03990274466
592	0.03988730037
593	0.03987731795
594	0.03987041191
595	0.03985869225
596	0.03983433935
597	0.03982783448
598	0.03981178166
599	0.03979441842
600	0.03978084653
601	0.03975858856
602	0.03974420081
603	0.03973115316
604	0.03971459675
605	0.03969570983
606	0.03968267213
607	0.03967455588
608	0.03966667033
609	0.03964934821
610	0.03962856084
611	0.03960583397
612	0.03959701175
613	0.03957940254
614	0.0395668687
615	0.03955434104
616	0.03953869521
617	0.03953140832
618	0.03952006294
619	0.03950054267
620	0.03948164495
621	0.03947131656
622	0.0394540567
623	0.03943608179
624	0.03942510425
625	0.03941579691
626	0.03939842634
627	0.03938435197
628	0.03937149408
629	0.03935582747
630	0.03934757671
631	0.03933850275
632	0.03932845423
633	0.03931414069
634	0.03930834629
635	0.03929157038
636	0.03928312733
637	0.03926581156
638	0.03925277485
639	0.03924696027
640	0.03923277609
641	0.0392178311
642	0.03919759994
643	0.03918804631
644	0.03917439768
645	0.03916266224
646	0.03914600078
647	0.03913197296
648	0.03912050707
649	0.03911579727
650	0.03910102888
651	0.0390863284
652	0.03907127833
653	0.03906516668
654	0.03905877326
655	0.03904706357
656	0.03903950189
657	0.03902662053
658	0.03901612975
659	0.03900276402
660	0.03899512905
661	0.03898661745
662	0.03897258762
663	0.03896395526
664	0.03895744918
665	0.03894925813
666	0.0389403957
667	0.03893448341
668	0.03892456947
669	0.03891631658
670	0.03890382998
671	0.03887688852
672	0.03885927334
673	0.03884747901
674	0.03883837743
675	0.03882545651
676	0.03882180048
677	0.0388155362
678	0.03880597217
679	0.03878892626
680	0.0387789019
681	0.03876299705
682	0.03875267344
683	0.0387441717
684	0.03873287634
685	0.03872665576
686	0.03871819142
687	0.03870580706
688	0.03869662659
689	0.03868965588
690	0.03868106504
691	0.0386692611
692	0.0386541635
693	0.03864603397
694	0.03863431796
695	0.0386251223
696	0.03861642016
697	0.03860615242
698	0.03860086391
699	0.03859564754
700	0.03858247761
701	0.0385726594
702	0.03856344884
703	0.03855813724
704	0.03853971962
705	0.03853093972
706	0.03852127753
707	0.03851646258
708	0.03850202004
709	0.03848739373
710	0.03847680613
711	0.03846318941
712	0.03844779477
713	0.03843733805
714	0.03843105809
715	0.0384279792
716	0.03842479089
717	0.038412483
718	0.03840615329
719	0.0383960469
720	0.038386911
721	0.03837846018
722	0.03837444226
723	0.03835827718
724	0.038350437
725	0.03833414901
726	0.03832881015
727	0.03831915149
728	0.03830996589
729	0.03829948683
730	0.03828888236
731	0.03828630382
732	0.03826854315
733	0.03825951867
734	0.03823848485
735	0.03823036803
736	0.03822543401
737	0.03821736031
738	0.03819727622
739	0.03818966641
740	0.03817592817
741	0.03816278681
742	0.03815546394
743	0.03813964637
744	0.03813401661
745	0.03812165307
746	0.03811596241
747	0.03811359312
748	0.03809949853
749	0.03808733798
750	0.038078324
751	0.03806050332
752	0.03805102251
753	0.03804659573
754	0.0380378712
755	0.03803042485
756	0.0380253459
757	0.03801660695
758	0.03800557147
759	0.03798219752
760	0.03797224038
761	0.03796520698
762	0.03795304878
763	0.03794103101
764	0.03792737097
765	0.0379183867
766	0.03790220512
767	0.03789904698
768	0.03788864816
769	0.03786902077
770	0.0378609132
771	0.03785704716
772	0.03783989765
773	0.03782206416
774	0.03781888295
775	0.03780773836
776	0.03779884341
777	0.03779375289
778	0.03778770133
779	0.03777975114
780	0.03775831973
781	0.03774804574
782	0.03773704071
783	0.0377313697
784	0.03771947522
785	0.03771026805
786	0.03770188798
787	0.0376913448
788	0.03767538801
789	0.03766671901
790	0.03765720536
791	0.03764865165
792	0.03764138901
793	0.03763191566
794	0.03762250409
795	0.0375988872
796	0.03757833933
797	0.03756833254
798	0.03755923523
799	0.037547836
800	0.03754098738
801	0.03753049052
802	0.03752426785
803	0.03751685459
804	0.03750640305
805	0.03749609111
806	0.0374884047
807	0.03747785263
808	0.03746640999
809	0.0374591245
810	0.03745246253
811	0.03744271569
812	0.03743049237
813	0.03741762441
814	0.03740169264
815	0.0373868747
816	0.03738036163
817	0.03737544977
818	0.03736802502
819	0.03736339666
820	0.03735703608
821	0.0373496676
822	0.03734083931
823	0.03733483257
824	0.03732305648
825	0.03731125587
826	0.03730392959
827	0.03728425371
828	0.03727160821
829	0.03725167682
830	0.03723363228
831	0.03722524089
832	0.03721283391
833	0.03720747812
834	0.03719970581
835	0.03719002685
836	0.03718466691
837	0.03717996812
838	0.03717286141
839	0.03716063316
840	0.03714807294
841	0.03714196651
842	0.03712861411
843	0.03711917785
844	0.03710788098
845	0.03709459554
846	0.03708617333
847	0.03707327056
848	0.03706010405
849	0.03704799453
850	0.03703908695
851	0.0370302496
852	0.03702131762
853	0.03701432836
854	0.03700434412
855	0.03699804453
856	0.03697934263
857	0.03697122275
858	0.03696534265
859	0.03695694406
860	0.03694903191
861	0.03693392195
862	0.03692705988
863	0.03691853657
864	0.03690506974
865	0.03689342656
866	0.03687928965
867	0.03687579168
868	0.03686373176
869	0.03685753174
870	0.03684512779
871	0.03683543374
872	0.03682504163
873	0.03681312497
874	0.03680375563
875	0.03679453729
876	0.03678392896
877	0.03677995896
878	0.03677110615
879	0.03675824805
880	0.03674216552
881	0.03672593447
882	0.03671841943
883	0.03671100186
884	0.03669694129
885	0.03668511943
886	0.03668091982
887	0.036668991
888	0.03665948608
889	0.03665267793
890	0.0366421691
891	0.03663153012
892	0.0366229811
893	0.0366066004
894	0.03659787398
895	0.03658660618
896	0.03657145964
897	0.03654756962
898	0.03654024855
899	0.03653624321
900	0.03653150826
901	0.03652396243
902	0.03651253904
903	0.03650554114
904	0.03649859
905	0.03648861244
906	0.03648362904
907	0.03647585643
908	0.03646336284
909	0.03645523933
910	0.03644359189
911	0.03643632041
912	0.03642802175
913	0.03641694619
914	0.03640514498
915	0.03640020093
916	0.03638265293
917	0.03637387266
918	0.0363649726
919	0.03635214428
920	0.03634381976
921	0.03633406268
922	0.03632568883
923	0.03631973051
924	0.03631208936
925	0.03630415914
926	0.03629624088
927	0.03628384907
928	0.0362777139
929	0.03626934324
930	0.03626471796
931	0.03625777627
932	0.03624985919
933	0.03623548928
934	0.03623084028
935	0.03622499089
936	0.03622071164
937	0.03621078043
938	0.03620517216
939	0.03619290589
940	0.03618557867
941	0.0361760826
942	0.03616687303
943	0.03615654399
944	0.03614945579
945	0.03614102177
946	0.03613280569
947	0.03612921625
948	0.0361192064
949	0.03611535275
950	0.03610104588
951	0.03609299097
952	0.03608591626
953	0.03607387334
954	0.03606819832
955	0.03606090078
956	0.03605600697
957	0.03604601367
958	0.03603599349
959	0.03602694941
960	0.03601727145
961	0.0360090308
962	0.03599910149
963	0.03599237491
964	0.03598440293
965	0.03597748072
966	0.03597447508
967	0.03596535066
968	0.03595672384
969	0.03594751961
970	0.03594053328
971	0.0359348285
972	0.03592784101
973	0.03592360436
974	0.03591543126
975	0.03590566801
976	0.03589836799
977	0.03589396492
978	0.0358891427
979	0.03587715397
980	0.03586209215
981	0.03584998672
982	0.0358363632
983	0.03582793055
984	0.03581843273
985	0.03580700541
986	0.03580230903
987	0.03579568062
988	0.03578762295
989	0.03578211713
990	0.03577103993
991	0.035758504
992	0.03575015168
993	0.03574521981
994	0.03573272825
995	0.03572372162
996	0.03571733326
997	0.03570790203
998	0.03570298046
999	0.03569939146
